,barrio_,month_,year_,price_aprox_local_currency_min,price_aprox_local_currency_max,price_aprox_local_currency_mean,price_aprox_local_currency_std,price_aprox_usd_min,price_aprox_usd_max,price_aprox_usd_mean,price_aprox_usd_std,created_on_count
192,BOCA,5,2015,3272.13,3299.25,3287.627142857143,14.49624976132986,190.99,190.99,190.99,0.0,7
193,BOCA,5,2016,10006.5,24451.76,15423.472499999998,7476.132316309301,626.64,1531.25,965.8687500000001,468.1801542275153,8
194,BOCA,5,2017,5937.37,60351.34,18940.573870967743,14402.1612126196,336.5,3779.4,1172.741612903226,909.1840897643585,31
195,BOCA,6,2015,0.0,110510.84,40965.64611111111,43331.88398955211,0.0,6397.34,2380.9666666666667,2517.3941420071205,18
196,BOCA,6,2016,14409.65,49854.77,32132.21,18391.569685279508,902.38,3122.07,2012.225,1151.7405869896359,14
197,BOCA,6,2017,5937.37,90527.18,50227.24647058824,40014.900307377524,336.5,5669.11,2942.9976470588235,2337.2159337407443,17
198,BOCA,7,2016,15946.78,50544.77,30228.008888888904,10404.351329541138,998.64,3165.28,1892.9775,651.5547680625168,36
199,BOCA,7,2017,2968.68,68975.89,25422.07978723405,17580.911730566528,168.25,3708.78,1441.2551063829783,993.104001499892,47
200,BOCA,8,2015,23320.57,23320.57,23320.57,0.0,1350.0,1350.0,1350.0,0.0,1
201,BOCA,8,2016,3994.04,79842.5,24141.08000000001,30862.392308831353,250.12,5000.0,1511.7940625000006,1932.7044099243496,32
